time,iteration,module,variant_index,params,status,resp_len,reward,counts,values
1761286673.97312,56,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0035296860064005,"[1, 1, 1, 53]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.0265739937202465]"
1761286674.9812799,56,search,2,"{""q"": ""test""}",200,36,0.010418438480029652,"[19, 18, 19]","[0.026969068733625368, 0.024337103984933627, 0.024017352256241832]"
1761286677.5391407,57,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.036936739442138,"[1, 1, 1, 54]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.0267658964188]"
1761286701.8305387,1,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,2.1495231159299113,"[1, 0, 0, 0]","[2.1495231159299113, 0.0, 0.0, 0.0]"
1761286702.8414247,1,search,0,"{""q"": ""needle""}",200,36,0.01887692209770548,"[1, 0, 0]","[0.01887692209770548, 0.0, 0.0]"
1761286705.5539448,2,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,2.16761773194571,"[1, 1, 0, 0]","[2.1495231159299113, 2.16761773194571, 0.0, 0.0]"
1761286706.5693932,2,search,1,"{""q"": ""haystack""}",200,36,0.043246012626228375,"[1, 1, 0]","[0.01887692209770548, 0.043246012626228375, 0.0]"
1761286709.3851273,3,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.06014481719803422,"[1, 1, 1, 0]","[2.1495231159299113, 2.16761773194571, 0.06014481719803422, 0.0]"
1761286710.3924356,3,search,2,"{""q"": ""test""}",200,36,0.043191633439848616,"[1, 1, 1]","[0.01887692209770548, 0.043246012626228375, 0.043191633439848616]"
1761286713.1267323,4,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.034108864695306,"[1, 1, 1, 1]","[2.1495231159299113, 2.16761773194571, 0.06014481719803422, 7.034108864695306]"
1761286714.1336808,4,search,1,"{""q"": ""haystack""}",200,36,0.0345833230072259,"[1, 2, 1]","[0.01887692209770548, 0.03891466781672714, 0.043191633439848616]"
1761286716.4090977,5,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.036357343626898,"[1, 1, 1, 2]","[2.1495231159299113, 2.16761773194571, 0.06014481719803422, 7.035233104161103]"
1761286721.6989546,1,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,2.1700033297116446,"[1, 0, 0, 0]","[2.1700033297116446, 0.0, 0.0, 0.0]"
1761286722.7096322,1,search,0,"{""q"": ""needle""}",200,36,0.04903149833882694,"[1, 0, 0]","[0.04903149833882694, 0.0, 0.0]"
1761286724.8709588,2,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,2.208475970481634,"[1, 1, 0, 0]","[2.1700033297116446, 2.208475970481634, 0.0, 0.0]"
1761286725.8980968,2,search,1,"{""q"": ""haystack""}",200,36,0.029058694068921028,"[1, 1, 0]","[0.04903149833882694, 0.029058694068921028, 0.0]"
1761286728.3608274,3,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.07076096392036912,"[1, 1, 1, 0]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 0.0]"
1761286729.3907692,3,search,2,"{""q"": ""test""}",200,36,0.016427069349878417,"[1, 1, 1]","[0.04903149833882694, 0.029058694068921028, 0.016427069349878417]"
1761286731.6751797,4,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.033349366554767,"[1, 1, 1, 1]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.033349366554767]"
1761286732.6899297,4,search,0,"{""q"": ""needle""}",200,36,0.012070988077417173,"[2, 1, 1]","[0.030551243208122057, 0.029058694068921028, 0.016427069349878417]"
1761286735.0451186,5,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.039025570320538,"[1, 1, 1, 2]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.036187468437653]"
1761286736.0585217,5,search,1,"{""q"": ""haystack""}",200,36,0.022511216617185227,"[2, 2, 1]","[0.030551243208122057, 0.025784955343053126, 0.016427069349878417]"
1761286738.5418572,6,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.043156337517946,"[1, 1, 1, 3]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.03851042479775]"
1761286739.5522165,6,search,2,"{""q"": ""test""}",200,36,0.020289400843575053,"[2, 2, 2]","[0.030551243208122057, 0.025784955343053126, 0.018358235096726735]"
1761286742.4128714,7,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.004825355506565,"[1, 1, 1, 4]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.030089157474954]"
1761286743.4377441,7,search,0,"{""q"": ""needle""}",200,36,0.004471814374714023,"[3, 2, 2]","[0.02185810026365271, 0.025784955343053126, 0.018358235096726735]"
1761286745.6295524,8,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.017319404753181,"[1, 1, 1, 5]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.0275352069306]"
1761286746.6578891,8,search,1,"{""q"": ""haystack""}",200,36,0.04519722724819801,"[3, 3, 2]","[0.02185810026365271, 0.032255712644768085, 0.018358235096726735]"
1761286749.3641837,9,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.015364040008385,"[1, 1, 1, 6]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.025506679110231]"
1761286750.3884962,9,search,2,"{""q"": ""test""}",200,36,0.04121831898778355,"[3, 3, 3]","[0.02185810026365271, 0.032255712644768085, 0.02597826306041234]"
1761286752.9611723,10,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.046555843583514,"[1, 1, 1, 7]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.028513702606414]"
1761286753.984502,10,search,1,"{""q"": ""haystack""}",200,36,0.04978589673855067,"[3, 4, 3]","[0.02185810026365271, 0.03663825866821373, 0.02597826306041234]"
1761286756.497933,11,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.049704250888112,"[1, 1, 1, 8]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.031162521141626]"
1761286757.5195353,11,search,2,"{""q"": ""test""}",200,36,0.026509623699045803,"[3, 4, 4]","[0.02185810026365271, 0.03663825866821373, 0.026111103220070705]"
1761286759.9511878,12,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.030140759064628,"[1, 1, 1, 9]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.03104899202196]"
1761286760.966656,12,search,0,"{""q"": ""needle""}",200,36,0.03511477532965849,"[4, 4, 4]","[0.025172269030154154, 0.03663825866821373, 0.026111103220070705]"
1761286763.9253235,13,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.00050472322148,"[1, 1, 1, 10]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.027994565141912]"
1761286764.938997,13,search,1,"{""q"": ""haystack""}",200,36,0.04863298661160495,"[4, 5, 4]","[0.025172269030154154, 0.03903720425689197, 0.026111103220070705]"
1761286767.8577473,14,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.004551207545883,"[1, 1, 1, 11]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.0258633508149995]"
1761286768.8713505,14,search,2,"{""q"": ""test""}",200,36,0.01252041828128877,"[4, 5, 5]","[0.025172269030154154, 0.03903720425689197, 0.023392966232314318]"
1761286771.0855877,15,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.027295812602148,"[1, 1, 1, 12]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.025982722630594]"
1761286772.0906324,15,search,0,"{""q"": ""needle""}",200,36,0.0355219014819847,"[5, 5, 5]","[0.027242195520520263, 0.03903720425689197, 0.023392966232314318]"
1761286774.7280307,16,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.001927372699828,"[1, 1, 1, 13]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.02413231109746]"
1761286775.733822,16,search,1,"{""q"": ""haystack""}",200,36,0.0045375500182191,"[5, 6, 5]","[0.027242195520520263, 0.03328726188377983, 0.023392966232314318]"
1761286777.8888898,17,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.046209555429415,"[1, 1, 1, 14]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.025709257121171]"
1761286778.911363,17,search,0,"{""q"": ""needle""}",200,36,0.0037104963452841036,"[6, 6, 5]","[0.023320245657980902, 0.03328726188377983, 0.023392966232314318]"
1761286781.001905,18,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.045097898801471,"[1, 1, 1, 15]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.02700183323319]"
1761286782.0144289,18,search,2,"{""q"": ""test""}",200,36,0.04393542875675216,"[6, 6, 6]","[0.023320245657980902, 0.03328726188377983, 0.026816709986387292]"
1761286784.274906,19,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.034098770126606,"[1, 1, 1, 16]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.027445391789029]"
1761286785.2852552,19,search,1,"{""q"": ""haystack""}",200,36,0.005435617305231378,"[6, 7, 6]","[0.023320245657980902, 0.029308455515415766, 0.026816709986387292]"
1761286788.157899,20,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.031367312002637,"[1, 1, 1, 17]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.027676092978064]"
1761286789.1766522,20,search,2,"{""q"": ""test""}",200,36,0.040584342053456984,"[6, 7, 7]","[0.023320245657980902, 0.029308455515415766, 0.028783514567397247]"
1761286791.58961,21,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.019911096574543,"[1, 1, 1, 18]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.027244704288979]"
1761286792.6072147,21,search,0,"{""q"": ""needle""}",200,36,0.0027393314118667246,"[7, 7, 7]","[0.020380115051393165, 0.029308455515415766, 0.028783514567397247]"
1761286794.9710178,22,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.010028412934434,"[1, 1, 1, 19]","[2.1700033297116446, 2.208475970481634, 0.07076096392036912, 7.026338583691371]"
